Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
ayo dukung penuh jelas ganti presiden,1,0,1,0,0,0,0,0,1
juga penakar liberal sekuler syiah komunis intoleran ekstremis,0,0,0,0,0,0,0,0,0
namaku alana aku memiliki permasalahan rumit aku menyadari seseorang pernah berada titik terendah disinilah aku berada dititik terendah kelabu bisu novel alana wattpad shinta,0,0,0,0,0,0,0,0,0
kamu punya gue punya dower punya rapper punya onta kamu milik semua cukup gue punya hati kamu,0,0,0,0,0,0,0,0,0
gue memimpikan sentil biji babi ahok cetar cetar langsung kejang kejang mengadu jokowi jokowi makanya sunat dulu baru berbicara al maidah,1,1,1,0,0,0,0,0,1
edan bulan,0,1,0,0,0,0,0,0,0
kalau tak paham hari paham betapa tingginya ilmu ulama dulu sampaikan kita pun tak paham tg ahmad ridauddin,0,0,0,0,0,0,0,0,0
wkwk mampus kamu,1,1,1,0,0,0,0,0,1
sih asing mau rebut kekayaan indonesia,0,0,0,0,0,0,0,0,0
monyet komunis piaraan cina loleng kamu,1,1,1,0,0,1,0,0,0
antek partai komunis indonesia simpatisannya proxy cina komunis sangat membenci tentara nasional indonesia panglimanya wajar sekali merek,1,0,0,1,0,1,0,0,0
ganti rezim biar ulama ulama tak turun turun jalan demo demo suarakan keadilan salut buat semoga demokrat partai islam lainnya ikut merapat,0,0,0,0,0,0,0,0,0
anjir kata kata gue,0,1,0,0,0,0,0,0,0
kalau taplak meja berwarna merah putih boleh ditaruhkan asbak rokok dong,0,0,0,0,0,0,0,0,0
hindu mengenal hari persidangan hindu percaya hukum karma tuhan programmer agung memastikan semua perbuatan mendatangkan hasil sepadan hasilnya bukan dibakar neraka dalam bentuk,0,0,0,0,0,0,0,0,0
kalau banci thailand cegah dong oppa,0,1,0,0,0,0,0,0,0
promosi bani kampret,1,1,1,0,0,0,0,0,1
sulit meyakinkan monyet apel lebih manis pisang,0,0,0,0,0,0,0,0,0
daftar lengkap proyek dicoret jokowi play station network,0,0,0,0,0,0,0,0,0
wah senang nya,0,0,0,0,0,0,0,0,0
iyakan gue lama lama kayak orang idiot mengobrol sama kamu hyung,0,1,0,0,0,0,0,0,0
bukan nya kamu gerombolan kamu malah lebih sering menghina presiden mestinya kamu lebih yang diproses,1,0,1,0,0,0,0,0,1
suka video,0,0,0,0,0,0,0,0,0
cont kelamin wanita terdengar memenuhi lokasi rasanya berubah wujud dirinya jadi lebih menjiwai perannya hati mengutuk pemburu orang orang asing tiba tiba mengejarnya bersama timnya bertugas co,0,0,0,0,0,0,0,0,0
pers dapat mengkritisi pernyataan menteri agama agar bangsa terus dibohongi,0,0,0,0,0,0,0,0,0
kok gue lihat sih kampret wkwk,0,1,0,0,0,0,0,0,0
sesembak depan camp jual susu sapi murni mau susu sapi orang kambing orang kuda orang onta orang zebra murni saya tutup hidung pas minumnya he,0,0,0,0,0,0,0,0,0
aku pawang monyet aku pawangnya monyetnya,0,1,0,0,0,0,0,0,0
bau bau korban cowok pintar cakap bikin bawa perasaan onta,0,1,0,0,0,0,0,0,0
kapan mulai lengserkan jokowi frop sudah lebih parah frop,1,0,1,0,0,0,0,0,1
buta om,1,1,1,0,0,0,1,0,0
menyesal gue unfollow anjir fers nya hilang malah diaudit jadi makin turun sebelumnya,0,1,0,0,0,0,0,0,0
baca mulai judulnya monyet biar jadi domba idiot,1,1,1,0,0,0,0,0,1
pilihan kepala daerah ntt,0,0,0,0,0,0,0,0,0
usai dibebaskan pengadilan ustaz alfian tanjung langsung ditangkap dimana keadilan uniform resource locator uniform resource locator,1,0,1,0,0,0,0,0,1
kakak ab bin al asyraf kan salah satu tokoh yahudi sangat benci dakwah nabi bagaimana bisa hafal al qur an,0,0,0,0,0,0,0,0,0
masalah segregasi nih memang zaman sejak zaman nabi muhammad memang tak ubah sikap manusia mengamalkan budaya diskriminasi malaysia nih actually cukup aman pergaduhan memang ada tapi tak seteruk luar sa,0,0,0,0,0,0,0,0,0
fitnah makanan kamu nih akun sampah,1,1,1,0,0,0,0,0,1
kamu anak monyet selalu bawa bawa agama kalau bicara politik tau wawasan wkwk kamu dangkal jadi kalau media sosial kamu bicaranya sektarianisme pemecah belah masalah umat beragam suku ras agama bicara kecebong makar orang panglima gatot tidak kaitannya,1,1,1,0,0,0,0,0,1
hehe muhammadiyah biasa mas dulu kiai dahlan dituduh kiai kafir lain,0,0,0,0,0,0,0,0,0
banyak festival budaya bulan iniii nabuuunggg ð ð,0,0,0,0,0,0,0,0,0
lalu pada waktu al qur an jadikan alat bukti kepala kepolisian republik indonesia kasus bom surabaya,0,0,0,0,0,0,0,0,0
semoga allah segera menghancurleburkan kafir buddha teroris telah menzalimi kaum muslim rohingya,1,0,0,1,1,0,0,0,0
lo dilakukan oppa oppa korea banyak bilang oppa korea banci masa banci ikut militeran tahun htt,0,1,0,0,0,0,0,0,0
tidak percaya diri kayaknya buktinya kisah kisah profesor yahudi masuk islam takjub meneliti bla bla bla suka seliweran grup wa,0,0,0,0,0,0,0,0,0
meriah acara temu masyarakat indonesia gubernur konsulat jenderal republik indonesia istanbul khususnya para pelajar bapak gubernur berpesan membangun jaringan sebelum ke indonesia,0,0,0,0,0,0,0,0,0
zaman pak susilo bambang yudhoyono antek antek partai komunis indonesia merajalela mengganas masa sekarang,1,0,1,0,0,0,0,0,1
csis pembohong jangan harp menang cih uniform resource locator,1,0,1,0,0,0,0,0,1
jangankan soal sampah soal mengambil kursi cafe manjaaaaa ketulungan,0,0,0,0,0,0,0,0,0
dulu kan aku selalu twit be right back alhamdulillah aku ingatkan be right back sendawa kenyang haha sori noob sekarang tahu lah be right back ececeh pengikut wajib tahu,0,0,0,0,0,0,0,0,0
mundur sekarang pak gatot bersaing sehat pak jokowi,1,0,1,0,0,0,0,0,1
sebenarnya teriak ganti presiden mau presiden nya militer apa opsi calon presiden sipil pengalaman mantan presiden militer menghasilkan krisis moneter mega proyek mangkrak jadi tak salah,0,0,0,0,0,0,0,0,0
pe kakak es lagiiiii lo partai kampret sejati uniform resource locator,1,1,0,1,0,0,0,0,1
namanya cari nafkah bangsat,1,1,1,0,0,0,0,0,1
setuju pakai banget sekretariat jenderal pcn partai cocot nusantara,1,1,0,1,0,0,0,0,1
makanan murah allah perlis nih paling yahudi pernah makan ringgit sobsssss sukanyaaaa,0,0,0,0,0,0,0,0,0
misalnya tradisi semut yahudi namanya bar banget mitzvah umur iya dihitung dewasa ukurannya haid banyak gadis yang iya haid matang kawin tradisi hijaz bagaimana kawin usia berapa,0,0,0,0,0,0,0,0,0
keparat benar orang macam mantan gue,1,1,1,0,0,0,0,0,1
warga negara indonesia keturunan arab justru berjuang negara kesatuan republik indonesia semisal raden saleh pahlawan nasional habib abu bakar aktif pergerakan islam ar baswedan kakek anies baswedan anggota badan penyelidik usaha persiapan kemerdekaan ri mar ie muhammad eks,0,0,0,0,0,0,0,0,0
sekretariat jenderal pbb sepertinya bagian saracen,1,0,1,0,0,0,0,0,1
suka video uniform resource locator ahok bebas anies makin terpuruk terancam gagal jadi gubernur sandi resmi,1,0,1,0,0,0,0,0,1
kampret merusak nusantara jaman majapahit terus berlangsung hingga kini terlebih diwadahi hati rekan ide khilafah,1,1,0,1,0,0,0,0,1
bejat pokoknya,0,1,0,0,0,0,0,0,0
jiaaahh gue tidak kepikiran lah cuma warna kalau sempat yang pikir kayak kebangetan idiot nya,0,1,0,0,0,0,0,0,0
kalau kh sama ruf berbicara belaga budek belaga pilon menyundul ganti presiden,1,1,0,1,0,0,1,0,0
tsrm inilah hakim menyebabkan mahkamah persekutuan memutuskan penukaran agama tiga anak guru tadikan sama indira gandhi muhammad ridwan abdullah hampir tahun lalu hindu islam terbatal tidak sah sisi undang ujian nasional,0,0,0,0,0,0,0,0,0
yakin kalau rakyat suruh memilih spa bubarkan nya dewan perwakilan rakyat harus di bubarkan waduh sesuai konstitusi uniform resource locator,1,0,0,1,0,0,0,0,1
tambah sipit punya mata baru tau,0,0,0,0,0,0,0,0,0
nyamuk keparat,0,1,0,0,0,0,0,0,0
balasan gue dibalas mulu dasar onta cebong,1,1,1,0,0,0,0,0,1
budaya demokrasi amerika serikat jauh lebih maju indonesia rakyatnya tahu membedakan mana privat mana publik paham penggunaan pesawat kepresidenan melekat lembaga kepresidenan menyangkut keselamatan pengamanan presiden,0,0,0,0,0,0,0,0,0
orang punya saksi anjing kasus babi tolol uniform resource locator,1,1,1,0,0,0,0,0,1
ada tokoh bilang umat muslim negeri tertekan muslim melihat justru umat agama lebih tertekan jumlah paling besar justru bikin makin egois merasa punya hak lebih besar dibandingkan penganut agama,0,0,0,0,0,0,0,0,0
aku menyanyikan aku nyanyi lingsir malam buat kamu iya the kunti,0,0,0,0,0,0,0,0,0
anjing goblok setan bangsat,1,1,1,0,0,0,0,0,1
ganti casing padahal nyatanya akuisisi patungan beberapa bank asing ngilu banget dengar nya,0,0,0,0,0,0,0,0,0
sisi kesadaran gender tetangga sebelah jauh lebih maju kerja istrinya suami mengurus anak ekonomi lumayan mobil motor ninja bagaimana lingkunganmu,0,0,0,0,0,0,0,0,0
kegiatan kepala unit binaan masyarakat kepolisian sektor singojuruh rangka cipta kondisi aman kondusif jelang pilihan kepala daerah klik disinið,0,0,0,0,0,0,0,0,0
apasal lah aku rindu eeeee idiot betul lah,0,1,0,0,0,0,0,0,0
ahoker jokower semakin kesurupan rakus periode itu ganti presiden bergerak,1,1,0,1,0,0,0,0,1
kb si koneksi bangsat,1,1,1,0,0,0,0,0,1
drama drama sekarang akhir nya pada bangkai begini return lah misty lah gue menonton akhir dan,0,1,0,0,0,0,0,0,0
kamu dasar bajingan bisa dipercaya omongannya,1,1,1,0,0,0,0,0,1
turut berduka atas meninggal nya ceo thread starter kim tai song terima kasih sajangnim,0,0,0,0,0,0,0,0,0
ganti presiden ndasmu atos jangan mengumbar cocot he goblok,1,1,1,0,0,0,1,0,0
membangun industri iklim perikanan indonesia jauh lebih penting sulit dibanding meledakkan kapal kapal asing,0,0,0,0,0,0,0,0,0
malas gue bacanya onta,1,1,1,0,0,0,0,0,1
anak pemberontak tak layak jadi apa apa negeri,1,0,1,0,0,0,0,0,1
pengeras suara kali pertama digunakan zaman belanda masjid mengharamkannya,0,0,0,0,0,0,0,0,0
detik juga membuktikan kamu lelaki bajingan,1,1,1,0,0,0,0,0,1
twit retweet dasar pengenaan pajak partai demokrasi indonesia perjuangan,0,0,0,0,0,0,0,0,0
fadli zoom politik sih politik harus tahulah ini negara kesatuan republik indonesia ada sejarahnya jangan dilupakan kepenting pribadi partainya sadarlah biar jangan kaco negara ini yuk bela bantulah pak presiden jokowi memakmurkan,0,0,0,0,0,0,0,0,0
masalahnya urusan negara rumah tangga tidak disamakan coi jelas jauh berbeda jadi jangan dibuat terlalu sederhana,0,0,0,0,0,0,0,0,0
setuju islam nusantara indonesia beberapa agama sekalian di buat kristen protestan nusantara katolik nusantara buddha nusantara hindu nusantara agama ada nusantaranya biar seragam nkr,0,0,0,0,0,0,0,0,0
bandung tidak butuh acara acara tiap akhir pekan tiap tanggal merah macet bangsat,1,1,0,1,0,0,0,0,1
presiden buta tuli makanya memimpin tubruk tabrak budek dengar rakyat teriak lengserkan jokowi,1,1,1,0,0,0,1,0,0
model bajunya mr kok mirip sama prabowo ganti presiden tetap jokowi,0,0,0,0,0,0,0,0,0
entah gue geblek apa teman gue pintar tak tau deh,0,1,0,0,0,0,0,0,0
jijik apa nih haha kamu kena ingat nor haha tempat kamu buat karipap kat dapur sana bukan tepi queen,0,0,0,0,0,0,0,0,0
maaf nih memang katolik nusantara,0,0,0,0,0,0,0,0,0
bising betul cina cina nih,1,1,0,1,0,1,0,0,0
tim sukses pasangan calon pilihan gubernur jawa timur apresiasi debat kandidat,0,0,0,0,0,0,0,0,0
nama artis retweet tak nama indah nih tak penunggang agama detected,0,0,0,0,0,0,0,0,0
bro jangan lupa dijenguk gara gara asma dewi kamu menang kan,1,0,1,0,0,0,0,0,1
orang edan koe,1,1,1,0,0,0,0,0,1
bicara laptop cina jika maksudnya made in cina hampir laptop seluruh dunia berasal cina,0,0,0,0,0,0,0,0,0
penyebaran bahaya laten int,0,0,0,0,0,0,0,0,0
umar bin khattab muslim sejati pembela no rasulullah islam khalifah teladan terdepan pengorbanannya mencintai rakyatnya fasih hafal al alquran sangat sederhana jujur tegas berwibawa seterusnya nah siapa enaknya disama samakan,0,0,0,0,0,0,0,0,0
kritik jokowi dianggap nyinyir sama bani kolam mau itu kritik lalu diujungnya dukung periode kamu kritik tidak dukung artinya nyinyir itu haram definisi kritik ala cebi nalarpun rusak parah,1,1,0,1,0,0,0,0,1
paling agendanya sama tema beda tujuan tetap sama turunkan mau nya diperalat politik kemasan agama,1,0,1,0,1,0,0,0,0
dulu pahlawan berjuang susah payah korban jiwa raga usir penjajah eh sekarang kok biarkan negeri dijajah cina mudahnya,1,0,0,1,0,1,0,0,0
semacam kejadian ramai pilihan kepala daerah lalu,0,0,0,0,0,0,0,0,0
kapten tim kalian menangis dipertandingan terakhir gara gara gagal menang kapten tim saat pertandingan lawan tim kalian,0,0,0,0,0,0,0,0,0
usah dibalik onta,1,1,1,0,0,0,0,0,1
min mengerti inflasi tak sarjana ekonomi tahu dampak mencetak uang menambah uang beredar nek nyanyi orang yen menaksir ra peduli dunia inflasi â º,0,0,0,0,0,0,0,0,0
indeks harga saham gabungan dibuka menguat poin,0,0,0,0,0,0,0,0,0
anies sandi bakal berani yakin,1,0,1,0,0,0,0,0,1
memang adalah sudah terkutuk bro,1,1,1,0,0,0,0,0,1
masuk teh daun jati cina pack hn orisinal double embos hn super paket kecil,0,0,0,0,0,0,0,0,0
hebat nya ada teriak antek cina,1,0,1,0,0,1,0,0,0
haha jangan terlalu keras bro tetap hargai tetap ganti presiden walaupun tidak memilih prabowo yang penting fokus dukung prabowo,0,0,0,0,0,0,0,0,0
nyatanya rakyat makin susah menteri perek daya beli hancur setan iblis tukang tipu,1,1,1,0,0,0,0,0,1
kiraan kamu titit,0,1,0,0,0,0,0,0,0
hujan hujanan menggodai itukan ojek pengkolan mau ngerojok memek aku kata sih abang pusing ada duit mending buang,0,1,0,0,0,0,0,0,0
jawa timur anti hoaks anti ujaran kebencian sara mendukung pilihan kepala daerah damai karyawan pt wkwk tow benowo surabaya,0,0,0,0,0,0,0,0,0
ð ²ð ¨ twit seribu minang ð ²ð ¨ bukittinggi ranah bunda kandung the realm of matriarchal pemikir pro calon wakil presiden presiden jokowi pilihan twit seribu minang,0,0,0,0,0,0,0,0,0
surat pemberitahuan tahunan ahok dulu nasional demokrat disusul rekan nya mendukung pasangan calon penista agama tukang caci maki tai tai,1,1,0,1,0,0,0,0,1
pak tukang buruan pulang pak mau mandi kayak gembel cantik,0,1,0,0,0,0,0,0,0
orang kalau suruh baca lks biologi dulu paling cuma lihat gambar gambar nya doang gambar macan gambar bunga bangkai gambar organ tubuh hehe,0,0,0,0,0,0,0,0,0
najis banget erel bencong,1,1,1,0,0,0,0,1,0
tegaskan enakan rendang aku bukan pro asing pro tagonis,0,0,0,0,0,0,0,0,0
kok begitu sih anjing banget paypal,1,1,0,1,0,0,0,0,1
tomohon merupakan pusat pembelajaran agama kristen katolik tempat khusus berdoa meditasi disebut bukit kasih sebuah tempat suci indah tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0
ahok calonkan gubernur siap siap demo,1,0,1,0,0,0,0,0,1
syarat menggunakan tai chi tau apa sedang dimainkan lawan tau materi sedang dipergunakan lawan kitanya lebih pintar begitu sudah selesaikan buku cerdas tangkas jilid 5b uniform resource locator,0,0,0,0,0,0,0,0,0
tahun masyarakat adat badui menyerahkan hasil panennya pejabat bupati lebak ino si rawita gubernur banten wahidin halim seba baduy,0,0,0,0,0,0,0,0,0
ngentot enak buat cowok uniform resource locator,0,1,0,0,0,0,0,0,0
mau tidak manusia homo,0,1,0,0,0,0,0,0,0
tahu buaya darat masih kamu ladeni lalu berpaling kamu sebut dia berengsek sehat,0,1,0,0,0,0,0,0,0
wah kesempatan nih langsung deh dimanfaatkan buat pencitraaan rezim,0,0,0,0,0,0,0,0,0
biarkan lebih bagus cungkring gendut autis prabowo periode,0,1,0,0,0,0,0,0,0
selalu kata muslim dibawa bawa sih memang membuat jadi lebih baik buruk istimewa enggak pernah dengar penulis buddha penulis kristen penulis komunis adanya penulis,0,0,0,0,0,0,0,0,0
ayo serbuuu persekusi hina presiden hina ulama tuan guru bajang kiai said quraish shihab hina rizieq persekusi memang rizieq nabi,1,0,1,0,0,0,0,0,1
perbedaan menghalangi untuk berteman read kiri agama katolik islam buddha vscocam,0,0,0,0,0,0,0,0,0
oke baiklah esok koi lancarkan bom atom dekat katil pukul penting sok make sure iya keluar bilik iya esok bye,0,0,0,0,0,0,0,0,0
kalau bani sebelah otak nya jalan mengotot perusahaan suram ala indosat dibeli maklum hidup untuk nasi bungkus,0,0,0,0,0,0,0,0,0
beliau memiliki kriteria pas jadi presiden ri,0,0,0,0,0,0,0,0,0
pecunio membawa lebih jauh arah tujuan untuk membentuk pasar keuangan masa depan pecun io initial coinoffering,0,0,0,0,0,0,0,0,0
sumpah subjek nih banyak gila babi,1,1,1,0,0,0,0,0,1
jangan mau sama eto homo,1,1,1,0,0,0,0,1,0
merokok terlihat keren kalau asapnya keluar pantat,0,1,0,0,0,0,0,0,0
mungkin presiden membangun jawa beliau perlu diserang berbagai isu miring menjadi kebiasaan indonesia bukan jawa setuju pak,0,0,0,0,0,0,0,0,0
sosial at publik sangat kejam seorang lgbt jujur diri sendiri publik sepertinya lebih suka dibohongi,0,0,0,0,0,0,0,0,0
sebenarnya ini partai keadilan sejahtera sedang mengalami dilema bagai buah simalakama mau mengajukan presiden sendiri bisa cuma punya suara pula partai keadilan sejahtera punya satupun kader baik populer dicintai rakyat punya peluang menang,0,0,0,0,0,0,0,0,0
selama sahamnya dikuasai asing membuat pembangunan papua tertinggal jauh padahal freeport banyak meraup keuntungan hasil mengeksplorasi kekayaan alam papua freeport,0,0,0,0,0,0,0,0,0
indonesia lawyers club prabowo berbalas pantun apa tanggapan terhadap narasumber indonesia lawyers club satu,0,0,0,0,0,0,0,0,0
ulama tidak dikenal,0,0,0,0,0,0,0,0,0
kalau soal harga gue merasa dungu kalau beli starbak mules,0,1,0,0,0,0,0,0,0
babi jangan diingatkan haha,0,1,0,0,0,0,0,0,0
keandra sosok lelaki tertarik kedua jenis gender mengakui keberadaan transgender menganggap dirinya lelaki dia juga beranggapan norma gender tidak sehingga sering bertingkah laku layaknya,0,0,0,0,0,0,0,0,0
jangan besar besar kan sih idiot nanti jumawa dia menang kemarin kita sama sama tahu ganti presiden,1,1,1,0,0,0,1,0,0
mulai kepanasan partai komunis indonesia,1,0,0,1,0,1,0,0,0
siap siap bubarkan dewan perwakilan rakyat uniform resource locator,1,0,0,1,0,0,0,0,1
tolak bantuan asing asing kata,0,0,0,0,0,0,0,0,0
partai rakyat demokratik komunis apa bukan,0,0,0,0,0,0,0,0,0
orangan mancam kamu pelukan di negeri gedongan gede dongok ngawur,1,1,1,0,0,0,0,0,1
sebuah nama asing terdengar anna pikir sang dara hadapannya penghuni baru habisnya tak kenal penampilan maafkan dirinya perrault san namaku anna kobayakawa mathilda san anna kini sama,0,0,0,0,0,0,0,0,0
makar omonganmu zon suka adu domba bawa nama islam agama pegangan hidup seseorang jangan sok suci kamu zon mulutmu dower banyak bacot,1,1,1,0,0,0,1,0,0
sejahat jahat manusia ialah suka mencari kesalahan kecelaan orang sebagaimana lalat mencari bangkai tempat tempat yang busuk quranhour,0,0,0,0,0,0,0,0,0
bajingan memang indosat,1,1,0,1,0,0,0,0,1
enaknya sama hyper crot lanjut ngentot uniform resource locator,0,1,0,0,0,0,0,0,0
bisnis biarkan penting ganti presiden presiden yang amanah siswi janji mengomongnya impor malah serba impor petani negeri sendiri gigit jari ampun deh,1,0,1,0,0,0,0,0,1
wisma darul aman kerja banci lebih politik lah,1,1,0,1,0,0,0,1,0
balik cepat lah setan,1,1,1,0,0,0,0,0,1
mirip benar cara cara komunis dulu,0,0,0,0,0,0,0,0,0
cara memperluas pintu rezeki dakwah islam majelis taklim rezeki rejeki habib habib ustaz ulama kiai pesantren tarim menikah jomlo,0,0,0,0,0,0,0,0,0
kamu manusia homo,1,1,1,0,0,0,0,1,0
enggak kontol bunda pakai timun uniform resource locator,0,1,0,0,0,0,0,0,0
presiden meminta proyek strategis nasional segera dirampungkan,0,0,0,0,0,0,0,0,0
sih sekarang agamanya diragukan kalau menurutku sih kafir juga,1,1,1,0,1,0,0,0,0
agree on that master kafir sama sekali bukan penghinaan hanya istilah tidak memiliki sama sekali konotasi negatif kata tersebut,0,0,0,0,0,0,0,0,0
berbicara sama silit,0,1,0,0,0,0,0,0,0
presiden dihina kepala kepolisian republik indonesia menteri hukum hak asasi manusia menteri pendidikan kebudayaan menhan abu janda ansar barisan serba semua terdiam ajaib,1,0,0,1,0,0,0,0,1
bidadari jamban,0,0,0,0,0,0,0,0,0
kalau menangnya curang buat apa demokrasi jadi cacat,0,0,0,0,0,0,0,0,0
hmmm mencium aroma aroma jablay pantas bangsat iya pergi kamu,1,1,1,0,0,0,0,1,0
donatur jadi korban iya sih jadi korban korban kebiadabannya menipu orang mau umrah,1,1,0,1,1,0,0,0,0
bro digoreng teori konspirasi islamofobia kafir yahudi asing asing liberal komunis lgbt,0,0,0,0,0,0,0,0,0
jangan biarkan pemerintah provinsi daerah khusus ibukota bekerja sendiri dukung ikut membantu pemerintah provinsi melawan cukong asing asing para koruptor bersatu kita teguh pemerintah provinsi daerah khusus ibukota bersama warga daerah khusus ibukota jakarta melawan cukong asing asing para,1,0,0,1,0,0,0,0,1
jablay banget sih gue dijual,0,1,0,0,0,0,0,0,0
â barang siapa membunuh seorang make up artist ahid kafir mendapatkan jaminan keamanan alasan hak ia akan mencium wangi surga bahkan jarak empat puluh tahun perjalanan sekali punah hari ahmad khilafah ajaran islam return the khilafah,0,0,0,0,0,0,0,0,0
ajarkan muslim agama tak mengajarkan membunuh paham islam bukan agama ajaran sesat menyembah nyembah allah subhanahu wa taala biadab,1,1,0,1,1,0,0,0,0
mengaduk aduk jawa tengah kayak daerah khusus ibukota makan kita pandai belajar pilihan kepala daerah jakarta,0,0,0,0,0,0,0,0,0
kampungan banget sih mengomongnya atas bahas apa kamu jawab apa maaf level berdebat sama kamu dungu otaknya,1,1,1,0,0,0,0,0,1
itu buaya darat sejati lihat kaosnya lacoste sandalnya crocs celana kolornya crocodile benarkan,0,0,0,0,0,0,0,0,0
aduh memang sekolah katolik menurutku keluarga memang bagus makanya orang tua dulu menyekolahkan anak anak nya termasuk aku sekolah katolik mau memasukkan sih adik situ jurusan animasi maupun multimedia ada situ buka,0,0,0,0,0,0,0,0,0
ikut salah satu grup facebook pro tuan guru bajang sejak lama isinya rezim sekarang bla bla ulama masa depan bangsa lain dan sebagainya tuan guru bajang dukung jokowi nama grupnya ganti jadi komando ulama,0,0,0,0,0,0,0,0,0
hidup kena kerja keras jangan harap kena suap bajingan,0,1,0,0,0,0,0,0,0
palestina antek asing toh,1,0,0,1,0,1,0,0,0
jokowi hormat muslim terzalimi,1,0,1,0,1,0,0,0,0
ya lucu banget beda banget sama juta sih kunyuk uniform resource locator,0,1,0,0,0,0,0,0,0
dear pak gubernur pak wakil gubernur tidak datangkan opa wenger melatih pasca beliau out arsenal,0,0,0,0,0,0,0,0,0
bagaimana sudah beda yang biasanya selalu cerita konyol sekarang asing,0,0,0,0,0,0,0,0,0
selepas tahun bersama arsenal arsene wenger mengesahkan akan tinggalkan club london akhir musim terima kasih wenger,0,0,0,0,0,0,0,0,0
mohon dimaklumi bani kodok gampang meriang kurang oksigen kelamaan comberan,1,1,0,1,0,0,0,0,1
kalau benar setya novanto menitip absen benar benar politisi kocak bikin malu wakil rakyat pecat,1,0,1,0,0,0,0,0,1
nalar sehat sekali tidak berpikir jauh seburuk dengan menuduh ganjar pranowo â membaca puisi â anti islam percaya ganjar yasin,0,0,0,0,0,0,0,0,0
selamat datang bani kampret,1,1,0,1,0,0,0,0,1
dimas manusia homo suka pentil mimi peri,1,1,1,0,0,0,0,1,0
blokir jokowi mantap ternyata dunia maya menggambarkan tinggal realisasi dunia nyata lengserkan jokowi,1,0,1,0,0,0,0,0,1
bila baca cerita cousin aku nih aku jadi malu buat cerita pasal agama aku sibuk buat cerita pasal makan kedai hipster adalah thread,0,0,0,0,0,0,0,0,0
berhijab sama sekali bukan budaya arab justru sebaliknya budaya arab mengumbar aurat berhijab pun bukan budaya syariat budaya hasil cipta reka pikiran manusia syariat adalah perintah tuhan menciptakan,0,0,0,0,0,0,0,0,0
jadi kan aku tempat pelampiasan nafsu mu sayang pepek mami selalu terbuka menyambut kehadiran kontol mu sayang hypertext transfer protocol over secure socket layer,0,1,0,0,0,0,0,0,0
pak tak perlu ber busa busa bicara deradikalisasi cukup jelaskan salat tak manfaatnya,1,0,1,0,0,0,0,0,1
deklarasi anti hoaks mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0
korupsi menipu sama jamaah enggak haram haram makanan terindikasi mengandung dna babi,0,0,0,0,0,0,0,0,0
deh gue paling suka sama cowok lawak sungjin jae walaupun lawakannya krik semua member born to beat lucas lain dari cowok bejat bejat wkwk kalau melihat bad boy sekadar main mata asekkk wkwk,0,1,0,0,0,0,0,0,0
hassle free return policy jaminan pengembalian produk hauz indonesia harga sama selama hari tanggal pembelian apabila produk tersebut cacat produksi konsumen kurang puas produk di beli haus mini quiz hazid,0,0,0,0,0,0,0,0,0
semua agenda yahudi,0,0,0,0,0,0,0,0,0
gojek ganti presiden ayo viralkan cc,1,0,1,0,0,0,0,0,1
berak kamu mencret mencret doang,0,1,0,0,0,0,0,0,0
sengkuni sekarang jadi tukang ramal lo ramal anies penyelamat bangsa cocot sengkuni kok dipercaya masuk neraka kamu kalau percaya amin rais sih tukang ramal,1,1,1,0,0,0,0,0,1
kamu mahasiswa jurusan â d3 ekonomi keuangan,0,0,0,0,0,0,0,0,0
tertawa banget jancuk wkwk,0,1,0,0,0,0,0,0,0
sumbu pendek jokowi koalisi negara partai komunis indonesia jokowi partai komunis indonesia lengserkan jokowi pusing hamba,1,0,1,0,0,1,0,0,0
aku bukan minat mail looking at whole memang cheater dia mengaku silap dia and meminta maaf sampah sarap kamu sshhh,1,1,1,0,0,0,1,0,0
pilihan kepala daerah jawa timur paling ayem santai calon gubernur rakyatnya adem sudah dewasa politik bangga arek surabaya,0,0,0,0,0,0,0,0,0
tomohon merupakan pusat pembelajaran agama kristen katolik tempat khusus berdoa meditasi disebut bukit kasih sebuah tempat suci indah tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0
dulu waktu kampanye pak jokowi berkoar koar menjanjikan tarif listrik naik bahan bakar minyak naik menciptakan lapangan kerja nyatanya nonsens semua apa yang bilang cacat,1,1,1,0,0,0,0,0,1
yang bilang alexis ditutup cukup surat hehe mentertawakan sudah baca pers rilis manajemen alexis tidak apa apa kampret gampang dibegoin dulu pernah bilang ditutup eh eksis alexis,1,1,0,1,0,0,0,0,1
kon menghargai aku aku menghargai badanmu kok lek kon bajingan aku aku iya lebih bajingan badanmu dik tenang,0,1,0,0,0,0,0,0,0
apa pikir korban tewas bukan orang manusia sontoloyo kayak begini kok jadi anggota komisi nasional ham enggak rela uang pajak membayar gaji orang goblok tidak memiliki empati,1,1,1,0,0,0,0,0,1
yajuj majuj tandai sebuah suku kaum bermuka lebar bermata kecil alias sipit hari kaum ciri ciri kemunculan yajuj majuj sangat nyata suku ras tersebut sedang membanjiri,0,0,0,0,0,0,0,0,0
pilih presiden kerja kerja kerja lanjut periode pak jokowi,0,0,0,0,0,0,0,0,0
